case_id,date,store_id,sku_id,severity,demand_anomaly_score,shrinkage_score,root_cause,agent_action,human_required
CASE02440,2026-05-20,STORE02,SKU005,0.76,0.624,0.598,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02441,2026-05-20,STORE02,SKU054,0.317,0.178,0.43,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02442,2026-05-20,STORE02,SKU080,0.864,0.575,0.827,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02443,2026-05-20,STORE03,SKU004,0.748,0.944,0.587,camera_error,Re-run CV from alternate snapshot and lower confidence.,1
CASE02444,2026-05-20,STORE03,SKU011,0.781,0.355,0.856,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02445,2026-05-20,STORE03,SKU050,0.278,0.171,0.366,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02446,2026-05-20,STORE03,SKU061,0.917,0.494,0.99,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02447,2026-05-20,STORE04,SKU025,0.633,0.938,0.384,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02448,2026-05-20,STORE04,SKU088,0.509,0.693,0.358,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02449,2026-05-20,STORE05,SKU002,0.633,0.197,0.99,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02450,2026-05-20,STORE05,SKU013,0.985,0.646,0.99,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02451,2026-05-20,STORE05,SKU044,0.261,0.159,0.344,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02452,2026-05-20,STORE05,SKU078,0.304,0.163,0.42,expired_disposal,Check disposal log before replenishment.,0
CASE02453,2026-05-20,STORE05,SKU079,0.831,0.636,0.99,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE02454,2026-05-20,STORE05,SKU082,0.342,0.453,0.252,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02455,2026-05-21,STORE01,SKU005,0.225,0.146,0.289,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02456,2026-05-21,STORE01,SKU022,0.835,0.313,0.99,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02457,2026-05-21,STORE01,SKU046,0.534,0.615,0.467,expired_disposal,Check disposal log before replenishment.,0
CASE02458,2026-05-21,STORE01,SKU052,0.749,0.943,0.317,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02459,2026-05-21,STORE01,SKU053,0.652,0.568,0.448,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02460,2026-05-21,STORE01,SKU084,0.765,0.489,0.99,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE02461,2026-05-21,STORE01,SKU086,0.451,0.432,0.467,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02462,2026-05-21,STORE02,SKU001,0.662,0.448,0.564,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02463,2026-05-21,STORE02,SKU038,0.696,0.337,0.99,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02464,2026-05-21,STORE02,SKU043,0.263,0.137,0.366,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02465,2026-05-21,STORE02,SKU079,0.685,0.495,0.567,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02466,2026-05-21,STORE04,SKU022,0.633,0.908,0.408,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02467,2026-05-21,STORE04,SKU037,0.564,0.269,0.532,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02468,2026-05-21,STORE04,SKU038,0.633,0.369,0.577,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02469,2026-05-21,STORE04,SKU050,0.4,0.147,0.335,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02470,2026-05-21,STORE04,SKU062,0.312,0.299,0.323,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02471,2026-05-21,STORE04,SKU098,0.501,0.238,0.443,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02472,2026-05-21,STORE05,SKU011,0.578,0.441,0.69,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02473,2026-05-21,STORE05,SKU034,0.68,0.302,0.99,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02474,2026-05-21,STORE05,SKU080,0.442,0.256,0.321,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02475,2026-05-22,STORE01,SKU047,0.377,0.249,0.482,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02476,2026-05-22,STORE01,SKU057,0.581,0.489,0.383,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02477,2026-05-22,STORE02,SKU001,0.648,0.797,0.253,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02478,2026-05-22,STORE02,SKU040,0.732,0.866,0.623,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE02479,2026-05-22,STORE02,SKU042,0.428,0.317,0.518,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02480,2026-05-22,STORE03,SKU003,0.37,0.139,0.559,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02481,2026-05-22,STORE03,SKU016,0.731,0.491,0.928,expired_disposal,Check disposal log before replenishment.,1
CASE02482,2026-05-22,STORE03,SKU054,0.684,0.836,0.56,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02483,2026-05-22,STORE03,SKU070,0.571,0.66,0.225,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02484,2026-05-22,STORE04,SKU010,0.738,0.429,0.99,expired_disposal,Check disposal log before replenishment.,1
CASE02485,2026-05-22,STORE04,SKU016,0.77,0.85,0.705,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE02486,2026-05-22,STORE04,SKU025,0.329,0.321,0.336,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02487,2026-05-22,STORE04,SKU043,0.557,0.67,0.465,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02488,2026-05-22,STORE04,SKU064,1.02,0.723,0.99,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02489,2026-05-22,STORE04,SKU095,0.649,0.436,0.551,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02490,2026-05-22,STORE04,SKU100,0.338,0.246,0.414,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02491,2026-05-22,STORE05,SKU027,0.527,0.216,0.508,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02492,2026-05-22,STORE05,SKU062,0.539,0.666,0.435,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02493,2026-05-23,STORE01,SKU014,1.115,0.941,0.985,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02494,2026-05-23,STORE01,SKU026,0.773,0.684,0.845,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE02495,2026-05-23,STORE01,SKU036,0.486,0.594,0.397,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02496,2026-05-23,STORE01,SKU042,0.68,0.339,0.686,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02497,2026-05-23,STORE02,SKU005,0.669,0.158,0.815,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02498,2026-05-23,STORE02,SKU058,0.516,0.488,0.539,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02499,2026-05-23,STORE02,SKU069,0.43,0.314,0.252,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02500,2026-05-23,STORE03,SKU005,0.57,0.45,0.669,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02501,2026-05-23,STORE03,SKU020,1.022,0.727,0.99,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02502,2026-05-23,STORE03,SKU036,0.651,0.252,0.705,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02503,2026-05-23,STORE03,SKU065,0.649,0.526,0.476,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02504,2026-05-23,STORE03,SKU078,0.746,0.847,0.663,expired_disposal,Check disposal log before replenishment.,1
CASE02505,2026-05-23,STORE03,SKU090,0.563,0.661,0.483,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02506,2026-05-23,STORE03,SKU092,0.53,0.58,0.489,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02507,2026-05-23,STORE04,SKU014,1.064,0.822,0.99,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02508,2026-05-23,STORE04,SKU033,0.546,0.534,0.555,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02509,2026-05-23,STORE04,SKU039,0.935,0.715,0.843,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02510,2026-05-23,STORE04,SKU096,0.677,0.645,0.431,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02511,2026-05-23,STORE04,SKU097,0.295,0.164,0.402,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02512,2026-05-23,STORE05,SKU064,0.983,0.815,0.847,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02513,2026-05-24,STORE01,SKU014,0.608,0.704,0.529,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02514,2026-05-24,STORE01,SKU030,0.829,0.349,0.949,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02515,2026-05-24,STORE01,SKU078,0.673,0.894,0.492,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02516,2026-05-24,STORE02,SKU026,0.458,0.359,0.539,expired_disposal,Check disposal log before replenishment.,0
CASE02517,2026-05-24,STORE02,SKU090,0.48,0.368,0.572,expired_disposal,Check disposal log before replenishment.,0
CASE02518,2026-05-24,STORE03,SKU012,0.892,0.439,0.99,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02519,2026-05-24,STORE03,SKU050,0.464,0.346,0.561,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02520,2026-05-24,STORE03,SKU071,0.349,0.265,0.418,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02521,2026-05-24,STORE03,SKU073,0.363,0.232,0.471,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02522,2026-05-24,STORE04,SKU081,0.602,0.378,0.513,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02523,2026-05-24,STORE05,SKU021,0.702,0.539,0.835,expired_disposal,Check disposal log before replenishment.,0
CASE02524,2026-05-24,STORE05,SKU056,0.444,0.538,0.367,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02525,2026-05-24,STORE05,SKU063,0.741,0.839,0.661,camera_error,Re-run CV from alternate snapshot and lower confidence.,1
CASE02526,2026-05-25,STORE01,SKU014,0.728,0.408,0.99,expired_disposal,Check disposal log before replenishment.,1
CASE02527,2026-05-25,STORE01,SKU024,0.855,0.853,0.583,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02528,2026-05-25,STORE01,SKU083,0.515,0.501,0.526,expired_disposal,Check disposal log before replenishment.,0
CASE02529,2026-05-25,STORE02,SKU034,0.733,0.139,0.946,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02530,2026-05-25,STORE02,SKU088,0.633,0.544,0.433,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02531,2026-05-25,STORE03,SKU046,0.472,0.153,0.461,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02532,2026-05-25,STORE03,SKU051,0.833,0.651,0.709,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02533,2026-05-25,STORE04,SKU010,0.619,0.166,0.99,expired_disposal,Check disposal log before replenishment.,0
CASE02534,2026-05-25,STORE05,SKU045,0.505,0.249,0.441,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02535,2026-05-25,STORE05,SKU052,0.39,0.279,0.481,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02536,2026-05-25,STORE05,SKU099,0.335,0.116,0.242,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02537,2026-05-26,STORE01,SKU074,0.412,0.431,0.396,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02538,2026-05-26,STORE01,SKU083,0.411,0.475,0.358,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02539,2026-05-26,STORE02,SKU009,0.771,0.171,0.99,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02540,2026-05-26,STORE02,SKU013,0.601,0.125,0.99,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02541,2026-05-26,STORE02,SKU029,0.558,0.22,0.561,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02542,2026-05-26,STORE02,SKU040,0.901,0.828,0.688,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02543,2026-05-26,STORE02,SKU070,0.904,0.798,0.99,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE02544,2026-05-26,STORE03,SKU032,0.776,0.181,0.99,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02545,2026-05-26,STORE03,SKU042,0.634,0.68,0.596,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02546,2026-05-26,STORE04,SKU010,0.449,0.487,0.417,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02547,2026-05-26,STORE04,SKU086,0.619,0.945,0.353,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02548,2026-05-26,STORE05,SKU007,0.436,0.152,0.668,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02549,2026-05-26,STORE05,SKU010,0.682,0.826,0.291,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02550,2026-05-26,STORE05,SKU019,0.501,0.131,0.803,expired_disposal,Check disposal log before replenishment.,0
CASE02551,2026-05-26,STORE05,SKU050,0.587,0.582,0.591,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02552,2026-05-26,STORE05,SKU069,0.427,0.387,0.46,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02553,2026-05-26,STORE05,SKU089,0.663,0.202,0.767,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02554,2026-05-27,STORE02,SKU018,0.623,0.787,0.488,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02555,2026-05-27,STORE02,SKU059,0.336,0.137,0.498,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02556,2026-05-27,STORE02,SKU062,0.623,0.113,0.768,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02557,2026-05-27,STORE02,SKU090,0.597,0.384,0.499,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02558,2026-05-27,STORE02,SKU094,0.36,0.102,0.299,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02559,2026-05-27,STORE04,SKU032,0.798,0.756,0.56,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02560,2026-05-27,STORE04,SKU053,0.748,0.633,0.57,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02561,2026-05-27,STORE04,SKU085,0.486,0.115,0.516,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02562,2026-05-27,STORE04,SKU086,0.54,0.437,0.352,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02563,2026-05-27,STORE05,SKU026,0.722,0.895,0.58,camera_error,Re-run CV from alternate snapshot and lower confidence.,1
CASE02564,2026-05-27,STORE05,SKU082,0.539,0.53,0.547,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02565,2026-05-28,STORE01,SKU059,0.514,0.31,0.681,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02566,2026-05-28,STORE02,SKU008,0.403,0.388,0.415,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02567,2026-05-28,STORE02,SKU016,0.277,0.141,0.389,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02568,2026-05-28,STORE02,SKU025,0.499,0.416,0.567,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02569,2026-05-28,STORE02,SKU069,0.594,0.618,0.574,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02570,2026-05-28,STORE03,SKU027,0.873,0.772,0.683,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02571,2026-05-28,STORE03,SKU035,0.695,0.335,0.99,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02572,2026-05-28,STORE03,SKU051,0.551,0.738,0.398,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02573,2026-05-28,STORE03,SKU055,0.57,0.717,0.449,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02574,2026-05-28,STORE03,SKU061,0.861,0.681,0.736,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02575,2026-05-28,STORE03,SKU062,0.489,0.743,0.281,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02576,2026-05-28,STORE04,SKU064,0.73,0.927,0.569,camera_error,Re-run CV from alternate snapshot and lower confidence.,1
CASE02577,2026-05-28,STORE04,SKU066,0.848,0.867,0.832,camera_error,Re-run CV from alternate snapshot and lower confidence.,1
CASE02578,2026-05-28,STORE05,SKU023,0.532,0.4,0.64,expired_disposal,Check disposal log before replenishment.,0
CASE02579,2026-05-28,STORE05,SKU055,0.461,0.476,0.449,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02580,2026-05-28,STORE05,SKU074,0.265,0.139,0.368,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02581,2026-05-29,STORE01,SKU011,0.842,0.327,0.99,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02582,2026-05-29,STORE01,SKU066,0.586,0.815,0.398,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02583,2026-05-29,STORE02,SKU067,0.499,0.488,0.508,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02584,2026-05-29,STORE02,SKU092,0.249,0.164,0.318,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02585,2026-05-29,STORE03,SKU094,0.535,0.77,0.342,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02586,2026-05-29,STORE04,SKU028,0.721,0.698,0.74,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE02587,2026-05-29,STORE05,SKU030,0.747,0.116,0.99,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02588,2026-05-29,STORE05,SKU054,0.373,0.266,0.46,expired_disposal,Check disposal log before replenishment.,0
CASE02589,2026-05-29,STORE05,SKU059,0.481,0.407,0.541,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02590,2026-05-29,STORE05,SKU068,0.849,0.843,0.582,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02591,2026-05-29,STORE05,SKU070,0.615,0.289,0.881,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02592,2026-05-29,STORE05,SKU080,0.684,0.818,0.302,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02593,2026-05-29,STORE05,SKU085,0.829,0.823,0.561,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02594,2026-05-29,STORE05,SKU090,0.747,0.437,0.727,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02595,2026-05-30,STORE01,SKU005,0.434,0.151,0.666,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02596,2026-05-30,STORE01,SKU008,0.479,0.262,0.384,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02597,2026-05-30,STORE01,SKU035,0.329,0.13,0.492,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02598,2026-05-30,STORE01,SKU040,0.383,0.374,0.391,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02599,2026-05-30,STORE01,SKU057,0.579,0.654,0.517,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02600,2026-05-30,STORE01,SKU082,0.632,0.872,0.435,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02601,2026-05-30,STORE01,SKU087,0.656,0.399,0.593,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02602,2026-05-30,STORE01,SKU088,0.682,0.493,0.836,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02603,2026-05-30,STORE01,SKU096,0.497,0.777,0.267,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02604,2026-05-30,STORE02,SKU011,0.58,0.193,0.623,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02605,2026-05-30,STORE02,SKU075,0.403,0.428,0.383,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02606,2026-05-30,STORE02,SKU092,0.568,0.845,0.342,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02607,2026-05-30,STORE02,SKU099,0.581,0.582,0.308,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02608,2026-05-30,STORE03,SKU020,0.419,0.285,0.529,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02609,2026-05-30,STORE03,SKU029,0.482,0.226,0.419,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02610,2026-05-30,STORE04,SKU051,0.378,0.38,0.376,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02611,2026-05-30,STORE04,SKU062,0.373,0.166,0.543,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02612,2026-05-30,STORE04,SKU092,0.3,0.31,0.292,expired_disposal,Check disposal log before replenishment.,0
CASE02613,2026-05-30,STORE05,SKU005,0.645,0.818,0.503,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02614,2026-05-30,STORE05,SKU069,0.862,0.59,0.812,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02615,2026-05-31,STORE01,SKU046,0.692,0.897,0.524,expired_disposal,Check disposal log before replenishment.,0
CASE02616,2026-05-31,STORE01,SKU094,0.377,0.346,0.403,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02617,2026-05-31,STORE02,SKU004,0.668,0.606,0.446,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02618,2026-05-31,STORE02,SKU041,0.421,0.109,0.677,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02619,2026-05-31,STORE02,SKU075,0.285,0.223,0.335,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02620,2026-05-31,STORE02,SKU078,0.624,0.649,0.604,expired_disposal,Check disposal log before replenishment.,0
CASE02621,2026-05-31,STORE02,SKU096,0.659,0.497,0.519,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02622,2026-05-31,STORE03,SKU031,0.513,0.334,0.386,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02623,2026-05-31,STORE04,SKU065,0.935,0.535,0.99,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02624,2026-05-31,STORE05,SKU014,0.799,0.554,0.726,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02625,2026-05-31,STORE05,SKU021,0.704,0.728,0.684,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02626,2026-05-31,STORE05,SKU030,0.405,0.139,0.622,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02627,2026-05-31,STORE05,SKU033,0.759,0.476,0.99,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE02628,2026-05-31,STORE05,SKU063,0.746,0.64,0.56,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02629,2026-05-31,STORE05,SKU069,0.743,0.639,0.556,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02630,2026-05-31,STORE05,SKU090,1.096,0.901,0.982,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02631,2026-05-31,STORE05,SKU093,0.617,0.462,0.471,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02632,2026-05-31,STORE05,SKU098,0.844,0.908,0.518,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02633,2026-06-01,STORE01,SKU006,0.487,0.202,0.448,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02634,2026-06-01,STORE01,SKU011,0.221,0.123,0.302,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02635,2026-06-01,STORE01,SKU058,0.522,0.556,0.494,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02636,2026-06-01,STORE02,SKU020,0.522,0.616,0.445,expired_disposal,Check disposal log before replenishment.,0
CASE02637,2026-06-01,STORE02,SKU043,0.736,0.722,0.474,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02638,2026-06-01,STORE02,SKU051,0.342,0.455,0.25,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02639,2026-06-01,STORE02,SKU081,0.444,0.473,0.421,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02640,2026-06-01,STORE03,SKU044,0.427,0.168,0.366,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02641,2026-06-01,STORE03,SKU070,0.606,0.437,0.472,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02642,2026-06-01,STORE04,SKU002,0.696,0.699,0.421,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02643,2026-06-01,STORE04,SKU087,0.5,0.229,0.449,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02644,2026-06-01,STORE04,SKU090,0.676,0.763,0.605,expired_disposal,Check disposal log before replenishment.,0
CASE02645,2026-06-01,STORE05,SKU016,0.626,0.659,0.599,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02646,2026-06-01,STORE05,SKU087,0.732,0.726,0.465,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02647,2026-06-01,STORE05,SKU090,1.019,0.892,0.85,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02648,2026-06-02,STORE01,SKU007,0.983,0.83,0.836,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02649,2026-06-02,STORE01,SKU013,0.372,0.303,0.428,expired_disposal,Check disposal log before replenishment.,0
CASE02650,2026-06-02,STORE01,SKU071,0.62,0.602,0.362,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02651,2026-06-02,STORE02,SKU012,0.453,0.161,0.691,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02652,2026-06-02,STORE02,SKU027,0.58,0.742,0.447,misplacement,Check planogram slot and re-run vision after shelf correction.,0
