order_id,date,sku_id,supplier_id,ordered_qty,status,reason
OR00001192,2022-12-24,90130,SUP002,78,executed,Harness approved.
OR00001193,2023-01-12,90130,SUP002,78,requires_review,Harness routed for safety review.
OR00001194,2023-02-07,90130,SUP002,78,requires_review,Harness routed for safety review.
OR00001195,2023-02-23,90130,SUP002,78,executed,Harness approved.
OR00001196,2023-03-15,90130,SUP002,78,requires_review,Harness routed for safety review.
OR00001197,2023-03-31,90130,SUP002,78,executed,Harness approved.
OR00001198,2023-04-20,90130,SUP002,78,executed,Harness approved.
OR00001199,2023-05-14,90130,SUP002,78,requires_review,Harness routed for safety review.
OR00001200,2023-06-06,90130,SUP002,78,executed,Harness approved.
OR00001201,2023-06-26,90130,SUP002,78,executed,Harness approved.
OR00001202,2023-07-16,90130,SUP002,78,executed,Harness approved.
OR00001203,2023-08-08,90130,SUP002,78,executed,Harness approved.
OR00001204,2023-08-23,90130,SUP002,78,executed,Harness approved.
OR00001205,2023-09-01,90130,SUP002,78,blocked,Harness routed for safety review.
OR00001206,2023-09-13,90130,SUP002,78,requires_review,Harness routed for safety review.
OR00001207,2023-09-22,90130,SUP002,78,executed,Harness approved.
OR00001208,2023-10-01,90130,SUP002,78,executed,Harness approved.
OR00001209,2023-10-25,90130,SUP002,78,executed,Harness approved.
OR00001210,2023-11-14,90130,SUP002,78,blocked,Harness routed for safety review.
OR00001211,2023-12-07,90130,SUP002,78,blocked,Harness routed for safety review.
OR00001212,2023-12-28,90130,SUP002,78,requires_review,Harness routed for safety review.
OR00001213,2024-01-18,90130,SUP002,78,executed,Harness approved.
OR00001214,2024-03-09,90130,SUP002,78,executed,Harness approved.
OR00001215,2024-04-07,90130,SUP002,78,executed,Harness approved.
OR00001216,2024-05-03,90130,SUP002,78,executed,Harness approved.
OR00001217,2024-06-27,90130,SUP002,78,executed,Harness approved.
OR00001218,2024-07-19,90130,SUP002,78,executed,Harness approved.
OR00001219,2024-08-15,90130,SUP002,78,requires_review,Harness routed for safety review.
OR00001220,2024-09-11,90130,SUP002,78,executed,Harness approved.
OR00001221,2024-10-04,90130,SUP002,78,executed,Harness approved.
OR00001222,2024-10-24,90130,SUP002,78,executed,Harness approved.
OR00001223,2024-11-16,90130,SUP002,78,blocked,Harness routed for safety review.
OR00001224,2025-01-09,90130,SUP002,78,executed,Harness approved.
OR00001225,2025-01-31,90130,SUP002,78,executed,Harness approved.
OR00001226,2025-03-26,90130,SUP002,78,executed,Harness approved.
OR00001227,2025-04-24,90130,SUP002,78,executed,Harness approved.
OR00001228,2025-06-18,90130,SUP002,78,executed,Harness approved.
OR00001229,2025-07-12,90130,SUP002,78,blocked,Harness routed for safety review.
OR00001230,2025-08-08,90130,SUP002,78,executed,Harness approved.
OR00001231,2025-09-05,90130,SUP002,78,requires_review,Harness routed for safety review.
OR00001232,2025-10-03,90130,SUP002,78,executed,Harness approved.
OR00001233,2025-11-07,90130,SUP002,78,blocked,Harness routed for safety review.
OR00001234,2025-11-28,90130,SUP002,78,blocked,Harness routed for safety review.
OR00001235,2026-01-31,90130,SUP002,78,blocked,Harness routed for safety review.
OR00001236,2026-03-03,90130,SUP002,78,requires_review,Harness routed for safety review.
OR00001237,2026-04-01,90130,SUP002,78,executed,Harness approved.
OR00001238,2026-05-05,90130,SUP002,78,blocked,Harness routed for safety review.
OR00001239,2021-02-08,90143,SUP002,96,executed,Harness approved.
OR00001240,2021-02-22,90143,SUP002,96,executed,Harness approved.
OR00001241,2021-03-08,90143,SUP002,96,executed,Harness approved.
OR00001242,2021-03-20,90143,SUP002,96,executed,Harness approved.
OR00001243,2021-04-03,90143,SUP002,96,executed,Harness approved.
OR00001244,2021-04-15,90143,SUP002,96,executed,Harness approved.
OR00001245,2021-04-28,90143,SUP002,96,blocked,Harness routed for safety review.
OR00001246,2021-05-08,90143,SUP002,96,executed,Harness approved.
OR00001247,2021-05-22,90143,SUP002,96,executed,Harness approved.
OR00001248,2021-09-03,90143,SUP002,96,executed,Harness approved.
OR00001249,2021-09-15,90143,SUP002,96,blocked,Harness routed for safety review.
OR00001250,2021-09-28,90143,SUP002,96,executed,Harness approved.
OR00001251,2021-10-09,90143,SUP002,96,executed,Harness approved.
OR00001252,2021-10-23,90143,SUP002,96,executed,Harness approved.
OR00001253,2021-11-07,90143,SUP002,96,executed,Harness approved.
OR00001254,2021-11-25,90143,SUP002,96,blocked,Harness routed for safety review.
OR00001255,2021-12-12,90143,SUP002,96,executed,Harness approved.
OR00001256,2022-01-02,90143,SUP002,96,executed,Harness approved.
OR00001257,2022-01-18,90143,SUP002,96,executed,Harness approved.
OR00001258,2022-02-03,90143,SUP002,96,executed,Harness approved.
OR00001259,2022-02-17,90143,SUP002,96,executed,Harness approved.
OR00001260,2022-03-02,90143,SUP002,96,executed,Harness approved.
OR00001261,2022-03-14,90143,SUP002,96,executed,Harness approved.
OR00001262,2022-03-29,90143,SUP002,96,requires_review,Harness routed for safety review.
OR00001263,2022-04-14,90143,SUP002,96,requires_review,Harness routed for safety review.
OR00001264,2022-04-23,90143,SUP002,96,executed,Harness approved.
OR00001265,2022-05-06,90143,SUP002,96,executed,Harness approved.
OR00001266,2022-05-17,90143,SUP002,96,blocked,Harness routed for safety review.
OR00001267,2022-06-01,90143,SUP002,96,blocked,Harness routed for safety review.
OR00001268,2022-06-25,90143,SUP002,96,requires_review,Harness routed for safety review.
OR00001269,2022-07-24,90143,SUP002,96,executed,Harness approved.
OR00001270,2022-08-22,90143,SUP002,96,executed,Harness approved.
OR00001271,2022-09-18,90143,SUP002,96,executed,Harness approved.
OR00001272,2022-10-15,90143,SUP002,96,executed,Harness approved.
OR00001273,2022-11-24,90143,SUP002,96,blocked,Harness routed for safety review.
OR00001274,2022-12-24,90143,SUP002,96,blocked,Harness routed for safety review.
OR00001275,2023-01-27,90143,SUP002,96,executed,Harness approved.
OR00001276,2023-03-01,90143,SUP002,96,executed,Harness approved.
OR00001277,2023-04-02,90143,SUP002,96,executed,Harness approved.
OR00001278,2023-05-07,90143,SUP002,96,blocked,Harness routed for safety review.
OR00001279,2023-06-09,90143,SUP002,96,blocked,Harness routed for safety review.
OR00001280,2023-08-14,90143,SUP002,96,executed,Harness approved.
OR00001281,2023-10-17,90143,SUP002,96,executed,Harness approved.
OR00001282,2023-12-16,90143,SUP002,96,executed,Harness approved.
OR00001283,2024-02-08,90143,SUP002,96,executed,Harness approved.
OR00001284,2024-03-19,90143,SUP002,96,executed,Harness approved.
OR00001285,2024-04-21,90143,SUP002,96,requires_review,Harness routed for safety review.
OR00001286,2024-05-13,90143,SUP002,96,requires_review,Harness routed for safety review.
OR00001287,2024-06-07,90143,SUP002,96,executed,Harness approved.
OR00001288,2024-06-28,90143,SUP002,96,executed,Harness approved.
OR00001289,2024-07-20,90143,SUP002,96,executed,Harness approved.
OR00001290,2024-08-12,90143,SUP002,96,executed,Harness approved.
OR00001291,2024-09-14,90143,SUP002,96,executed,Harness approved.
OR00001292,2024-10-12,90143,SUP002,96,blocked,Harness routed for safety review.
OR00001293,2024-11-18,90143,SUP002,96,requires_review,Harness routed for safety review.
OR00001294,2024-12-17,90143,SUP002,96,executed,Harness approved.
OR00001295,2025-01-21,90143,SUP002,96,requires_review,Harness routed for safety review.
OR00001296,2025-02-22,90143,SUP002,96,blocked,Harness routed for safety review.
OR00001297,2025-03-08,90143,SUP002,96,executed,Harness approved.
OR00001298,2025-03-22,90143,SUP002,96,blocked,Harness routed for safety review.
OR00001299,2025-04-11,90143,SUP002,96,requires_review,Harness routed for safety review.
OR00001300,2025-05-04,90143,SUP002,96,executed,Harness approved.
OR00001301,2025-05-30,90143,SUP002,96,executed,Harness approved.
OR00001302,2025-06-20,90143,SUP002,96,executed,Harness approved.
OR00001303,2025-07-11,90143,SUP002,96,requires_review,Harness routed for safety review.
OR00001304,2025-08-02,90143,SUP002,96,blocked,Harness routed for safety review.
OR00001305,2025-08-29,90143,SUP002,96,requires_review,Harness routed for safety review.
OR00001306,2025-09-22,90143,SUP002,96,blocked,Harness routed for safety review.
OR00001307,2025-10-24,90143,SUP002,96,executed,Harness approved.
OR00001308,2025-11-25,90143,SUP002,96,executed,Harness approved.
OR00001309,2026-01-01,90143,SUP002,96,executed,Harness approved.
OR00001310,2026-02-20,90143,SUP002,96,requires_review,Harness routed for safety review.
OR00001311,2026-03-26,90143,SUP002,96,executed,Harness approved.
OR00001312,2026-04-23,90143,SUP002,96,requires_review,Harness routed for safety review.
OR00001313,2026-05-22,90143,SUP002,96,blocked,Harness routed for safety review.
OR00001314,2021-03-16,A10026,SUP003,80,executed,Harness approved.
OR00001315,2021-04-15,A10026,SUP003,80,requires_review,Harness routed for safety review.
OR00001316,2021-05-11,A10026,SUP003,80,blocked,Harness routed for safety review.
OR00001317,2021-06-15,A10026,SUP003,80,executed,Harness approved.
OR00001318,2021-07-19,A10026,SUP003,80,executed,Harness approved.
OR00001319,2021-08-22,A10026,SUP003,80,requires_review,Harness routed for safety review.
OR00001320,2021-09-21,A10026,SUP003,80,requires_review,Harness routed for safety review.
OR00001321,2021-10-29,A10026,SUP003,80,blocked,Harness routed for safety review.
OR00001322,2021-12-17,A10026,SUP003,80,blocked,Harness routed for safety review.
OR00001323,2022-02-23,A10026,SUP003,80,requires_review,Harness routed for safety review.
OR00001324,2022-04-05,A10026,SUP003,80,requires_review,Harness routed for safety review.
OR00001325,2022-05-07,A10026,SUP003,80,executed,Harness approved.
OR00001326,2022-05-29,A10026,SUP003,80,blocked,Harness routed for safety review.
OR00001327,2022-06-26,A10026,SUP003,80,requires_review,Harness routed for safety review.
OR00001328,2022-07-30,A10026,SUP003,80,blocked,Harness routed for safety review.
OR00001329,2022-08-21,A10026,SUP003,80,executed,Harness approved.
OR00001330,2022-09-20,A10026,SUP003,80,blocked,Harness routed for safety review.
OR00001331,2022-11-11,A10026,SUP003,80,requires_review,Harness routed for safety review.
OR00001332,2023-01-10,A10026,SUP003,80,executed,Harness approved.
OR00001333,2023-03-13,A10026,SUP003,80,executed,Harness approved.
OR00001334,2023-04-18,A10026,SUP003,80,requires_review,Harness routed for safety review.
OR00001335,2023-06-01,A10026,SUP003,80,executed,Harness approved.
OR00001336,2023-07-05,A10026,SUP003,80,requires_review,Harness routed for safety review.
OR00001337,2023-07-30,A10026,SUP003,80,requires_review,Harness routed for safety review.
OR00001338,2023-08-22,A10026,SUP003,80,executed,Harness approved.
OR00001339,2023-09-14,A10026,SUP003,80,blocked,Harness routed for safety review.
OR00001340,2023-10-01,A10026,SUP003,80,executed,Harness approved.
OR00001341,2023-10-20,A10026,SUP003,80,requires_review,Harness routed for safety review.
OR00001342,2023-11-13,A10026,SUP003,80,blocked,Harness routed for safety review.
OR00001343,2023-12-17,A10026,SUP003,80,executed,Harness approved.
OR00001344,2024-01-22,A10026,SUP003,80,requires_review,Harness routed for safety review.
OR00001345,2024-02-28,A10026,SUP003,80,executed,Harness approved.
OR00001346,2024-04-06,A10026,SUP003,80,executed,Harness approved.
OR00001347,2024-04-28,A10026,SUP003,80,blocked,Harness routed for safety review.
OR00001348,2024-05-26,A10026,SUP003,80,executed,Harness approved.
OR00001349,2024-06-20,A10026,SUP003,80,blocked,Harness routed for safety review.
OR00001350,2024-07-18,A10026,SUP003,80,executed,Harness approved.
OR00001351,2024-08-10,A10026,SUP003,80,executed,Harness approved.
OR00001352,2024-09-06,A10026,SUP003,80,executed,Harness approved.
OR00001353,2024-10-17,A10026,SUP003,80,executed,Harness approved.
OR00001354,2024-10-31,A10026,SUP003,80,executed,Harness approved.
OR00001355,2024-11-16,A10026,SUP003,80,blocked,Harness routed for safety review.
OR00001356,2024-12-07,A10026,SUP003,80,executed,Harness approved.
OR00001357,2024-12-28,A10026,SUP003,80,requires_review,Harness routed for safety review.
OR00001358,2025-01-22,A10026,SUP003,80,requires_review,Harness routed for safety review.
OR00001359,2025-02-15,A10026,SUP003,80,executed,Harness approved.
OR00001360,2025-03-10,A10026,SUP003,80,blocked,Harness routed for safety review.
OR00001361,2025-04-03,A10026,SUP003,80,executed,Harness approved.
OR00001362,2025-05-21,A10026,SUP003,80,executed,Harness approved.
OR00001363,2025-06-02,A10026,SUP003,80,executed,Harness approved.
OR00001364,2025-06-17,A10026,SUP003,80,blocked,Harness routed for safety review.
OR00001365,2025-07-04,A10026,SUP003,80,executed,Harness approved.
OR00001366,2025-08-15,A10026,SUP003,80,executed,Harness approved.
OR00001367,2025-09-06,A10026,SUP003,80,executed,Harness approved.
OR00001368,2025-10-17,A10026,SUP003,80,blocked,Harness routed for safety review.
OR00001369,2025-11-01,A10026,SUP003,80,executed,Harness approved.
OR00001370,2025-11-20,A10026,SUP003,80,requires_review,Harness routed for safety review.
OR00001371,2025-12-18,A10026,SUP003,80,executed,Harness approved.
OR00001372,2026-01-13,A10026,SUP003,80,executed,Harness approved.
OR00001373,2026-05-03,A10026,SUP003,80,requires_review,Harness routed for safety review.
OR00001374,2026-05-21,A10026,SUP003,80,executed,Harness approved.
OR00001375,2021-03-20,A30035,SUP002,120,blocked,Harness routed for safety review.
OR00001376,2021-04-12,A30035,SUP002,120,blocked,Harness routed for safety review.
OR00001377,2021-05-11,A30035,SUP002,120,requires_review,Harness routed for safety review.
OR00001378,2021-05-31,A30035,SUP002,120,executed,Harness approved.
OR00001379,2021-06-21,A30035,SUP002,120,executed,Harness approved.
OR00001380,2021-07-04,A30035,SUP002,120,requires_review,Harness routed for safety review.
OR00001381,2021-07-28,A30035,SUP002,120,executed,Harness approved.
OR00001382,2021-08-12,A30035,SUP002,120,executed,Harness approved.
OR00001383,2021-11-14,A30035,SUP002,120,executed,Harness approved.
OR00001384,2022-01-09,A30035,SUP002,120,executed,Harness approved.
OR00001385,2022-02-05,A30035,SUP002,120,executed,Harness approved.
OR00001386,2022-03-03,A30035,SUP002,120,requires_review,Harness routed for safety review.
OR00001387,2022-03-20,A30035,SUP002,120,blocked,Harness routed for safety review.
OR00001388,2022-04-11,A30035,SUP002,120,executed,Harness approved.
OR00001389,2022-05-04,A30035,SUP002,120,blocked,Harness routed for safety review.
OR00001390,2022-05-25,A30035,SUP002,120,executed,Harness approved.
OR00001391,2022-06-12,A30035,SUP002,120,executed,Harness approved.
OR00001392,2022-06-22,A30035,SUP002,120,executed,Harness approved.
OR00001393,2022-07-04,A30035,SUP002,120,executed,Harness approved.
OR00001394,2022-07-13,A30035,SUP002,120,executed,Harness approved.
OR00001395,2022-07-21,A30035,SUP002,120,executed,Harness approved.
OR00001396,2022-07-29,A30035,SUP002,120,requires_review,Harness routed for safety review.
OR00001397,2022-08-05,A30035,SUP002,120,executed,Harness approved.
OR00001398,2022-08-12,A30035,SUP002,120,executed,Harness approved.
OR00001399,2022-08-18,A30035,SUP002,120,executed,Harness approved.
OR00001400,2022-08-25,A30035,SUP002,120,requires_review,Harness routed for safety review.
OR00001401,2022-09-03,A30035,SUP002,120,executed,Harness approved.
OR00001402,2022-09-17,A30035,SUP002,120,executed,Harness approved.
OR00001403,2022-09-30,A30035,SUP002,120,executed,Harness approved.
OR00001404,2022-10-10,A30035,SUP002,120,blocked,Harness routed for safety review.
OR00001405,2022-11-15,A30035,SUP002,120,executed,Harness approved.
OR00001406,2023-01-07,A30035,SUP002,120,executed,Harness approved.
OR00001407,2023-02-06,A30035,SUP002,120,executed,Harness approved.
OR00001408,2023-02-25,A30035,SUP002,120,executed,Harness approved.
OR00001409,2023-03-10,A30035,SUP002,120,executed,Harness approved.
OR00001410,2023-03-26,A30035,SUP002,120,executed,Harness approved.
OR00001411,2023-04-07,A30035,SUP002,120,executed,Harness approved.
OR00001412,2023-04-20,A30035,SUP002,120,executed,Harness approved.
OR00001413,2023-04-30,A30035,SUP002,120,executed,Harness approved.
OR00001414,2023-05-12,A30035,SUP002,120,executed,Harness approved.
OR00001415,2023-05-26,A30035,SUP002,120,requires_review,Harness routed for safety review.
OR00001416,2023-06-09,A30035,SUP002,120,executed,Harness approved.
OR00001417,2023-06-23,A30035,SUP002,120,executed,Harness approved.
OR00001418,2023-07-03,A30035,SUP002,120,blocked,Harness routed for safety review.
OR00001419,2023-07-14,A30035,SUP002,120,blocked,Harness routed for safety review.
OR00001420,2023-07-25,A30035,SUP002,120,blocked,Harness routed for safety review.
OR00001421,2023-08-05,A30035,SUP002,120,executed,Harness approved.
OR00001422,2023-08-16,A30035,SUP002,120,executed,Harness approved.
OR00001423,2023-08-25,A30035,SUP002,120,executed,Harness approved.
OR00001424,2023-09-05,A30035,SUP002,120,requires_review,Harness routed for safety review.
OR00001425,2023-09-19,A30035,SUP002,120,blocked,Harness routed for safety review.
OR00001426,2023-10-04,A30035,SUP002,120,executed,Harness approved.
OR00001427,2023-11-06,A30035,SUP002,120,blocked,Harness routed for safety review.
OR00001428,2023-11-23,A30035,SUP002,120,blocked,Harness routed for safety review.
OR00001429,2023-12-23,A30035,SUP002,120,requires_review,Harness routed for safety review.
OR00001430,2024-01-10,A30035,SUP002,120,requires_review,Harness routed for safety review.
OR00001431,2024-01-26,A30035,SUP002,120,executed,Harness approved.
OR00001432,2024-02-12,A30035,SUP002,120,executed,Harness approved.
OR00001433,2024-03-02,A30035,SUP002,120,requires_review,Harness routed for safety review.
OR00001434,2024-03-25,A30035,SUP002,120,executed,Harness approved.
OR00001435,2024-04-13,A30035,SUP002,120,executed,Harness approved.
OR00001436,2024-04-27,A30035,SUP002,120,executed,Harness approved.
OR00001437,2024-05-13,A30035,SUP002,120,blocked,Harness routed for safety review.
OR00001438,2024-06-02,A30035,SUP002,120,executed,Harness approved.
OR00001439,2024-07-02,A30035,SUP002,120,blocked,Harness routed for safety review.
OR00001440,2024-07-19,A30035,SUP002,120,blocked,Harness routed for safety review.
OR00001441,2024-08-02,A30035,SUP002,120,executed,Harness approved.
OR00001442,2024-08-22,A30035,SUP002,120,blocked,Harness routed for safety review.
OR00001443,2024-09-07,A30035,SUP002,120,executed,Harness approved.
OR00001444,2024-12-12,A30035,SUP002,120,blocked,Harness routed for safety review.
OR00001445,2025-02-19,A30035,SUP002,120,executed,Harness approved.
OR00001446,2025-04-02,A30035,SUP002,120,executed,Harness approved.
OR00001447,2025-07-21,A30035,SUP002,120,executed,Harness approved.
OR00001448,2025-08-30,A30035,SUP002,120,executed,Harness approved.
OR00001449,2025-09-28,A30035,SUP002,120,blocked,Harness routed for safety review.
OR00001450,2026-04-01,A30035,SUP002,120,executed,Harness approved.
